date,cumulative count,new cases
2020-05-30,23,0
2020-05-31,23,0
2020-06-01,24,1
2020-06-02,24,0
2020-06-03,24,0
2020-06-04,24,0
2020-06-05,24,0
2020-06-06,25,1
2020-06-07,25,0
2020-06-08,25,0
2020-06-09,25,0
2020-06-10,25,0
2020-06-11,25,0
2020-06-12,25,0
2020-06-13,26,1
2020-06-14,26,0
2020-06-15,26,0
2020-06-16,26,0
2020-06-17,26,0
2020-06-18,26,0
2020-06-19,26,0
2020-06-20,26,0
2020-06-21,26,0
2020-06-22,26,0
2020-06-23,26,0
2020-06-24,26,0
2020-06-25,26,0
2020-06-26,26,0
2020-06-27,26,0
2020-06-28,26,0
2020-06-29,26,0
2020-06-30,26,0
2020-07-01,26,0
2020-07-02,26,0
2020-07-03,26,0
2020-07-04,26,0
2020-07-05,26,0
2020-07-06,26,0
2020-07-07,26,0
2020-07-08,26,0
2020-07-09,26,0
2020-07-10,26,0
2020-07-11,26,0
2020-07-12,26,0
2020-07-13,26,0
2020-07-14,27,1
2020-07-15,27,0
2020-07-16,27,0
2020-07-17,27,0
2020-07-18,27,0
2020-07-19,27,0
2020-07-20,27,0
2020-07-21,27,0
2020-07-22,27,0
2020-07-23,27,0
2020-07-24,27,0
2020-07-25,27,0
2020-07-26,27,0
2020-07-27,27,0
2020-07-28,27,0
2020-07-29,27,0
2020-07-30,27,0
2020-07-31,27,0
2020-08-01,27,0
2020-08-02,27,0
2020-08-03,27,0
2020-08-04,27,0
2020-08-05,27,0
2020-08-06,27,0
2020-08-07,27,0
2020-08-08,27,0
2020-08-09,27,0
2020-08-10,27,0
2020-08-11,27,0
2020-08-12,27,0
2020-08-13,27,0
2020-08-14,27,0
2020-08-15,27,0
2020-08-16,27,0
2020-08-17,27,0
2020-08-18,27,0
2020-08-19,27,0
2020-08-20,27,0
2020-08-21,27,0
2020-08-22,27,0
2020-08-23,27,0
2020-08-24,27,0
2020-08-25,27,0
2020-08-26,27,0
2020-08-27,27,0
2020-08-28,27,0
2020-08-29,27,0
2020-08-30,27,0
2020-08-31,27,0
2020-09-01,27,0
2020-09-02,27,0
2020-09-03,27,0
2020-09-04,27,0
2020-09-05,27,0
2020-09-06,27,0
2020-09-07,27,0
2020-09-08,27,0
2020-09-09,27,0
2020-09-10,27,0
2020-09-11,27,0
2020-09-12,27,0
2020-09-13,27,0
2020-09-14,27,0
2020-09-15,27,0
2020-09-16,27,0
2020-09-17,27,0
2020-09-18,27,0
2020-09-19,27,0
2020-09-20,27,0
2020-09-21,27,0
2020-09-22,27,0
2020-09-23,27,0
2020-09-24,27,0
2020-09-25,27,0
2020-09-26,27,0
2020-09-27,27,0
2020-09-28,27,0
2020-09-29,27,0
2020-09-30,27,0
2020-10-01,27,0
2020-10-02,27,0
2020-10-03,27,0
2020-10-04,27,0
2020-10-05,27,0
2020-10-06,27,0
2020-10-07,27,0
2020-10-08,27,0
2020-10-09,27,0
2020-10-10,27,0
2020-10-11,27,0
2020-10-12,28,1
2020-10-13,28,0
2020-10-14,28,0
2020-10-15,28,0
2020-10-16,28,0
2020-10-17,28,0
2020-10-18,28,0
2020-10-19,28,0
2020-10-20,28,0
2020-10-21,28,0
2020-10-22,28,0
2020-10-23,28,0
2020-10-24,28,0
2020-10-25,28,0
2020-10-26,28,0
2020-10-27,28,0
2020-10-28,28,0
2020-10-29,28,0
2020-10-30,28,0
2020-10-31,28,0
2020-11-01,28,0
2020-11-02,28,0
2020-11-03,28,0
2020-11-04,28,0
2020-11-05,28,0
2020-11-06,28,0
2020-11-07,28,0
2020-11-08,28,0
2020-11-09,28,0
2020-11-10,28,0
2020-11-11,28,0
2020-11-12,28,0
2020-11-13,28,0
2020-11-14,28,0
2020-11-15,28,0
2020-11-16,28,0
2020-11-17,28,0
2020-11-18,28,0
2020-11-19,28,0
2020-11-20,28,0
2020-11-21,28,0
2020-11-22,28,0
2020-11-23,28,0
2020-11-24,28,0
2020-11-25,28,0
2020-11-26,28,0
2020-11-27,28,0
2020-11-28,29,1
2020-11-29,29,0
2020-11-30,29,0
2020-12-01,29,0
2020-12-02,29,0
2020-12-03,29,0
2020-12-04,29,0
2020-12-05,29,0
2020-12-06,29,0
2020-12-07,29,0
2020-12-08,29,0
2020-12-09,29,0
2020-12-10,29,0
2020-12-11,29,0
2020-12-12,29,0
2020-12-13,29,0
2020-12-14,29,0
2020-12-15,29,0
2020-12-16,29,0
2020-12-17,29,0
2020-12-18,29,0
2020-12-19,29,0
2020-12-20,29,0
2020-12-21,29,0
2020-12-22,29,0
2020-12-23,29,0
2020-12-24,29,0
2020-12-25,29,0
2020-12-26,29,0
2020-12-27,29,0
2020-12-28,29,0
2020-12-29,29,0
2020-12-30,29,0
2020-12-31,29,0
2021-01-01,29,0
2021-01-02,29,0
2021-01-03,29,0
2021-01-04,29,0
2021-01-05,29,0
2021-01-06,29,0
2021-01-07,29,0
2021-01-08,29,0
2021-01-09,29,0
2021-01-10,29,0
2021-01-11,29,0
2021-01-12,29,0
2021-01-13,29,0
2021-01-14,29,0
2021-01-15,29,0
2021-01-16,29,0
2021-01-17,29,0
2021-01-18,29,0
2021-01-19,29,0
2021-01-20,29,0
2021-01-21,29,0
2021-01-22,29,0
2021-01-23,29,0
2021-01-24,29,0
2021-01-25,29,0
2021-01-26,29,0
2021-01-27,29,0
2021-01-28,29,0
2021-01-29,29,0
2021-01-30,29,0
2021-01-31,29,0
2021-02-01,29,0
2021-02-02,29,0
2021-02-03,29,0
2021-02-04,29,0
2021-02-05,29,0
2021-02-06,29,0
2021-02-07,29,0
2021-02-08,29,0
2021-02-09,29,0
2021-02-10,29,0
2021-02-11,29,0
2021-02-12,29,0
2021-02-13,29,0
2021-02-14,29,0
2021-02-15,29,0
2021-02-16,29,0
2021-02-17,29,0
2021-02-18,29,0
2021-02-19,29,0
2021-02-20,29,0
2021-02-21,29,0
2021-02-22,29,0
2021-02-23,29,0
2021-02-24,29,0
2021-02-25,29,0
2021-02-26,29,0
2021-02-27,29,0
2021-02-28,29,0
2021-03-01,29,0
2021-03-02,29,0
2021-03-03,29,0
2021-03-04,29,0
2021-03-05,29,0
2021-03-06,29,0
2021-03-07,29,0
2021-03-08,29,0
2021-03-09,29,0
2021-03-10,29,0
2021-03-11,29,0
2021-03-12,29,0
2021-03-13,30,1
2021-03-14,30,0
2021-03-15,30,0
2021-03-16,30,0
2021-03-17,30,0
2021-03-18,30,0
2021-03-19,30,0
2021-03-20,30,0
2021-03-21,30,0
2021-03-22,30,0
2021-03-23,30,0
2021-03-24,30,0
2021-03-25,30,0
2021-03-26,30,0
2021-03-27,30,0
2021-03-28,30,0
2021-03-29,30,0
2021-03-30,30,0
2021-03-31,30,0
2021-04-01,30,0
2021-04-02,30,0
2021-04-03,30,0
2021-04-04,30,0
2021-04-05,30,0
2021-04-06,30,0
2021-04-07,30,0
2021-04-08,30,0
2021-04-09,30,0
2021-04-10,30,0
2021-04-11,30,0
2021-04-12,30,0
2021-04-13,30,0
2021-04-14,30,0
2021-04-15,30,0
2021-04-16,30,0
2021-04-17,30,0
2021-04-18,30,0
2021-04-19,30,0
2021-04-20,30,0
2021-04-21,30,0
2021-04-22,30,0
2021-04-23,30,0
2021-04-24,30,0
2021-04-25,30,0
2021-04-26,30,0
2021-04-27,30,0
2021-04-28,30,0
2021-04-29,30,0
2021-04-30,30,0
2021-05-01,31,1
2021-05-02,31,0
2021-05-03,31,0
2021-05-04,31,0
2021-05-05,31,0
2021-05-06,31,0
2021-05-07,31,0
2021-05-08,31,0
2021-05-09,31,0
2021-05-10,31,0
2021-05-11,31,0
2021-05-12,31,0
2021-05-13,31,0
2021-05-14,31,0
2021-05-15,31,0
2021-05-16,31,0
2021-05-17,31,0
2021-05-18,31,0
2021-05-19,31,0
2021-05-20,32,1
2021-05-21,32,0
2021-05-22,32,0
2021-05-23,32,0
2021-05-24,32,0
2021-05-25,32,0
2021-05-26,32,0
2021-05-27,32,0
2021-05-28,32,0
2021-05-29,32,0
2021-05-30,33,1
2021-05-31,33,0
2021-06-01,33,0
2021-06-02,33,0
2021-06-03,33,0
2021-06-04,33,0
2021-06-05,33,0
2021-06-06,33,0
2021-06-07,33,0
2021-06-08,34,1
2021-06-09,34,0
2021-06-10,34,0
2021-06-11,34,0
2021-06-12,34,0
2021-06-13,34,0
2021-06-14,34,0
2021-06-15,34,0
2021-06-16,34,0
2021-06-17,34,0
2021-06-18,34,0
2021-06-19,34,0
2021-06-20,34,0
2021-06-21,35,1
2021-06-22,35,0
2021-06-23,35,0
2021-06-24,35,0
2021-06-25,35,0
2021-06-26,36,1
2021-06-27,36,0
2021-06-28,36,0
2021-06-29,36,0
2021-06-30,36,0
2021-07-01,36,0
2021-07-02,36,0
2021-07-03,36,0
2021-07-04,36,0
2021-07-05,36,0
2021-07-06,36,0
2021-07-07,36,0
2021-07-08,36,0
2021-07-09,36,0
2021-07-10,36,0
2021-07-11,36,0
2021-07-12,36,0
2021-07-13,36,0
2021-07-14,36,0
2021-07-15,36,0
2021-07-16,36,0
2021-07-17,36,0
2021-07-18,36,0
2021-07-19,36,0
2021-07-20,36,0
2021-07-21,36,0
2021-07-22,36,0
2021-07-23,36,0
2021-07-24,37,1
2021-07-25,37,0
2021-07-26,37,0
2021-07-27,37,0
2021-07-28,37,0
2021-07-29,37,0
2021-07-30,37,0
2021-07-31,37,0
2021-08-01,37,0
2021-08-02,38,1
2021-08-03,38,0
2021-08-04,39,1
2021-08-05,40,1
2021-08-06,41,1
2021-08-07,42,1
2021-08-08,42,0
2021-08-09,42,0
2021-08-10,42,0
2021-08-11,43,1
2021-08-12,43,0
2021-08-13,44,1
2021-08-14,44,0
2021-08-15,44,0
2021-08-16,44,0
2021-08-17,45,1
2021-08-18,46,1
2021-08-19,46,0
2021-08-20,47,1
2021-08-21,47,0
2021-08-22,49,2
2021-08-23,50,1
2021-08-24,50,0
2021-08-25,52,2
2021-08-26,52,0
2021-08-27,52,0
2021-08-28,55,3
2021-08-29,55,0
2021-08-30,55,0
2021-08-31,55,0
2021-09-01,55,0
2021-09-02,55,0
2021-09-03,55,0
2021-09-04,55,0
2021-09-05,55,0
2021-09-06,55,0
2021-09-07,55,0
2021-09-08,56,1
2021-09-09,57,1
2021-09-10,58,1
2021-09-11,58,0
2021-09-12,58,0
2021-09-13,58,0
2021-09-14,58,0
2021-09-15,58,0
2021-09-16,59,1
2021-09-17,59,0
2021-09-18,60,1
2021-09-19,60,0
2021-09-20,62,2
2021-09-21,65,3
2021-09-22,68,3
2021-09-23,70,2
2021-09-24,73,3
2021-09-25,76,3
2021-09-26,78,2
2021-09-27,80,2
2021-09-28,85,5
2021-09-29,93,8
2021-09-30,95,2
2021-10-01,103,8
2021-10-02,107,4
2021-10-03,113,6
2021-10-04,121,8
2021-10-05,130,9
2021-10-06,133,3
2021-10-07,136,3
2021-10-08,142,6
2021-10-09,153,11
2021-10-10,162,9
2021-10-11,172,10
2021-10-12,183,11
2021-10-13,192,9
2021-10-14,207,15
2021-10-15,215,8
2021-10-16,224,9
2021-10-17,233,9
2021-10-18,239,6
2021-10-19,246,7
2021-10-20,264,18
2021-10-21,280,16
2021-10-22,294,14
2021-10-23,300,6
2021-10-24,315,15
2021-10-25,329,14
2021-10-26,339,10
2021-10-27,349,10
2021-10-28,364,15
2021-10-29,380,16
2021-10-30,394,14
2021-10-31,407,13
2021-11-01,421,14
2021-11-02,430,9
2021-11-03,442,12
2021-11-04,459,17
2021-11-05,468,9
2021-11-06,480,12
2021-11-07,497,17
2021-11-08,511,14
2021-11-09,523,12
2021-11-10,540,17
2021-11-11,548,8
2021-11-12,562,14
2021-11-13,576,14
2021-11-14,586,10
2021-11-15,594,8
2021-11-16,612,18
2021-11-17,619,7
2021-11-18,619,0
2021-11-19,641,22
2021-11-20,654,13
2021-11-21,662,8
2021-11-22,667,5
2021-11-23,672,5
2021-11-24,678,6
2021-11-25,681,3
2021-11-26,684,3
2021-11-27,690,6
2021-11-28,701,11
2021-11-29,710,9
2021-11-30,718,8
2021-12-01,726,8
2021-12-02,735,9
2021-12-03,744,9
2021-12-04,746,2
2021-12-05,759,13
2021-12-06,763,4
2021-12-07,771,8
2021-12-08,774,3
2021-12-09,779,5
2021-12-10,783,4
2021-12-11,789,6
2021-12-12,794,5
2021-12-13,798,4
2021-12-14,804,6
2021-12-15,807,3
2021-12-16,808,1
2021-12-17,809,1
2021-12-18,810,1
2021-12-19,813,3
2021-12-20,815,2
2021-12-21,817,2
2021-12-22,818,1
2021-12-23,820,2
2021-12-24,820,0
2021-12-25,821,1
2021-12-26,822,1
2021-12-27,825,3
2021-12-28,825,0
2021-12-29,826,1
2021-12-30,827,1
2021-12-31,828,1
2022-01-01,829,1
2022-01-02,829,0
2022-01-03,829,0
2022-01-04,832,3
2022-01-05,834,2
2022-01-06,835,1
2022-01-07,835,0
2022-01-08,837,2
2022-01-09,838,1
2022-01-10,838,0
2022-01-11,838,0
2022-01-12,839,1
2022-01-13,839,0
2022-01-14,840,1
2022-01-15,843,3
2022-01-16,843,0
2022-01-17,843,0
2022-01-18,843,0
2022-01-19,844,1
2022-01-20,845,1
2022-01-21,846,1
2022-01-22,847,1
2022-01-23,848,1
2022-01-24,848,0
2022-01-25,850,2
2022-01-26,850,0
2022-01-27,850,0
2022-01-28,853,3
2022-01-29,854,1
2022-01-30,854,0
2022-01-31,855,1
2022-02-01,858,3
2022-02-02,859,1
2022-02-03,860,1
2022-02-04,866,6
2022-02-05,866,0
2022-02-06,868,2
2022-02-07,874,6
2022-02-08,877,3
2022-02-09,881,4
2022-02-10,882,1
2022-02-11,885,3
2022-02-12,893,8
2022-02-13,897,4
2022-02-14,906,9
2022-02-15,913,7
2022-02-16,926,13
2022-02-17,930,4
2022-02-18,937,7
2022-02-19,941,4
2022-02-20,945,4
2022-02-21,952,7
2022-02-22,956,4
2022-02-23,963,7
2022-02-24,975,12
2022-02-25,986,11
2022-02-26,999,13
2022-02-27,1007,8
2022-02-28,1019,12
2022-03-01,1030,11
2022-03-02,1040,10
2022-03-03,1049,9
2022-03-04,1067,18
2022-03-05,1073,6
2022-03-06,1078,5
2022-03-07,1084,6
2022-03-08,1099,15
2022-03-09,1110,11
2022-03-10,1116,6
2022-03-11,1129,13
2022-03-12,1139,10
2022-03-13,1145,6
2022-03-14,1153,8
2022-03-15,1159,6
2022-03-16,1170,11
2022-03-17,1182,12
2022-03-18,1191,9
2022-03-19,1194,3
2022-03-20,1198,4
2022-03-21,1208,10
2022-03-22,1214,6
2022-03-23,1220,6
2022-03-24,1226,6
2022-03-25,1239,13
2022-03-26,1246,7
2022-03-27,1250,4
2022-03-28,1254,4
2022-03-29,1258,4
2022-03-30,1263,5
2022-03-31,1268,5
2022-04-01,1270,2
2022-04-02,1272,2
2022-04-03,1276,4
2022-04-04,1283,7
2022-04-05,1284,1
2022-04-06,1287,3
2022-04-07,1290,3
2022-04-08,1297,7
2022-04-09,1299,2
2022-04-10,1301,2
2022-04-11,1303,2
2022-04-12,1307,4
2022-04-13,1309,2
2022-04-14,1309,0
2022-04-15,1310,1
2022-04-16,1313,3
2022-04-17,1316,3
2022-04-18,1316,0
2022-04-19,1317,1
2022-04-20,1319,2
2022-04-21,1322,3
2022-04-22,1324,2
2022-04-23,1325,1
2022-04-24,1325,0
2022-04-25,1331,6
2022-04-26,1333,2
2022-04-27,1334,1
2022-04-28,1334,0
2022-04-29,1334,0
2022-04-30,1335,1
2022-05-01,1336,1
2022-05-02,1338,2
2022-05-03,1338,0
2022-05-04,1340,2
2022-05-05,1344,4
2022-05-06,1346,2
2022-05-07,1350,4
2022-05-08,1352,2
2022-05-09,1352,0
2022-05-10,1356,4
2022-05-11,1358,2
2022-05-12,1361,3
2022-05-13,1362,1
2022-05-14,1362,0
2022-05-15,1363,1
2022-05-16,1366,3
2022-05-17,1367,1
2022-05-18,1369,2
2022-05-19,1371,2
2022-05-20,1374,3
2022-05-21,1374,0
2022-05-22,1375,1
2022-05-23,1377,2
2022-05-24,1378,1
2022-05-25,1380,2
2022-05-26,1382,2
2022-05-27,1383,1
2022-05-28,1383,0
2022-05-29,1383,0
2022-05-30,1386,3
2022-05-31,1389,3
2022-06-01,1389,0
2022-06-02,1389,0
2022-06-03,1389,0
2022-06-04,1392,3
2022-06-05,1393,1
2022-06-06,1393,0
2022-06-07,1394,1
2022-06-08,1394,0
2022-06-09,1396,2
2022-06-10,1396,0
2022-06-11,1397,1
2022-06-12,1397,0
2022-06-13,1398,1
2022-06-14,1401,3
2022-06-15,1401,0
2022-06-16,1401,0
2022-06-17,1402,1
2022-06-18,1402,0
2022-06-19,1403,1
2022-06-20,1405,2
2022-06-21,1405,0
2022-06-22,1405,0
2022-06-23,1408,3
2022-06-24,1408,0
2022-06-25,1408,0
2022-06-26,1408,0
2022-06-27,1409,1
2022-06-28,1410,1
2022-06-29,1411,1
2022-06-30,1413,2
2022-07-01,1415,2
2022-07-02,1416,1
2022-07-03,1418,2
2022-07-04,1419,1
2022-07-05,1421,2
2022-07-06,1423,2
2022-07-07,1426,3
2022-07-08,1427,1
2022-07-09,1428,1
2022-07-10,1432,4
2022-07-11,1432,0
2022-07-12,1437,5
2022-07-13,1440,3
2022-07-14,1444,4
2022-07-15,1447,3
2022-07-16,1450,3
2022-07-17,1453,3
2022-07-18,1457,4
2022-07-19,1460,3
2022-07-20,1463,3
2022-07-21,1466,3
2022-07-22,1468,2
2022-07-23,1472,4
2022-07-24,1476,4
2022-07-25,1483,7
2022-07-26,1487,4
2022-07-27,1490,3
2022-07-28,1492,2
2022-07-29,1494,2
2022-07-30,1497,3
2022-07-31,1500,3
2022-08-01,1502,2
2022-08-02,1524,22
2022-08-03,1528,4
2022-08-04,1531,3
2022-08-05,1534,3
2022-08-06,1536,2
2022-08-07,1539,3
2022-08-08,1541,2
2022-08-09,1542,1
2022-08-10,1543,1
2022-08-11,1546,3
2022-08-12,1552,6
2022-08-13,1556,4
2022-08-14,1559,3
2022-08-15,1560,1
2022-08-16,1565,5
2022-08-17,1567,2
2022-08-18,1572,5
2022-08-19,1576,4
2022-08-20,1578,2
2022-08-21,1580,2
2022-08-22,1584,4
2022-08-23,1584,0
2022-08-24,1586,2
2022-08-25,1587,1
2022-08-26,1588,1
2022-08-27,1590,2
2022-08-28,1591,1
2022-08-29,1591,0
2022-08-30,1592,1
2022-08-31,1592,0
2022-09-01,1593,1
2022-09-02,1594,1
2022-09-03,1594,0
2022-09-04,1594,0
2022-09-05,1596,2
2022-09-06,1596,0
2022-09-07,1601,5
2022-09-08,1601,0
2022-09-09,1602,1
2022-09-10,1602,0
2022-09-11,1602,0
2022-09-12,1602,0
2022-09-13,1602,0
2022-09-14,1604,2
2022-09-15,1605,1
2022-09-16,1605,0
2022-09-17,1607,2
2022-09-18,1607,0
2022-09-19,1608,1
2022-09-20,1609,1
2022-09-21,1609,0
2022-09-22,1609,0
2022-09-23,1609,0
2022-09-24,1610,1
2022-09-25,1610,0
2022-09-26,1615,5
2022-09-27,1617,2
2022-09-28,1617,0
2022-09-29,1617,0
2022-09-30,1618,1
2022-10-01,1619,1
2022-10-02,1620,1
2022-10-03,1622,2
2022-10-04,1624,2
2022-10-05,1624,0
2022-10-06,1625,1
2022-10-07,1628,3
2022-10-08,1629,1
2022-10-09,1629,0
2022-10-10,1632,3
2022-10-11,1634,2
2022-10-12,1636,2
2022-10-13,1639,3
2022-10-14,1641,2
2022-10-15,1641,0
2022-10-16,1644,3
2022-10-17,1646,2
2022-10-18,1651,5
2022-10-19,1654,3
2022-10-20,1659,5
2022-10-21,1660,1
2022-10-22,1660,0
2022-10-23,1662,2
2022-10-24,1663,1
2022-10-25,1666,3
2022-10-26,1668,2
2022-10-27,1670,2
2022-10-28,1672,2
2022-10-29,1674,2
2022-10-30,1676,2
2022-10-31,1680,4
2022-11-01,1680,0
2022-11-02,1682,2
2022-11-03,1683,1
2022-11-04,1685,2
2022-11-05,1686,1
2022-11-06,1687,1
2022-11-07,1690,3
2022-11-08,1691,1
2022-11-09,1693,2
2022-11-10,1693,0
2022-11-11,1693,0
2022-11-12,1694,1
2022-11-13,1695,1
2022-11-14,1697,2
2022-11-15,1697,0
2022-11-16,1698,1
2022-11-17,1699,1
2022-11-18,1699,0
2022-11-19,1699,0
2022-11-20,1700,1
2022-11-21,1700,0
2022-11-22,1701,1
2022-11-23,1701,0
2022-11-24,1701,0
2022-11-25,1702,1
2022-11-26,1702,0
2022-11-27,1702,0
2022-11-28,1702,0
2022-11-29,1703,1
2022-11-30,1703,0
2022-12-01,1703,0
2022-12-02,1705,2
2022-12-03,1705,0
2022-12-04,1705,0
2022-12-05,1706,1
2022-12-06,1706,0
2022-12-07,1707,1
2022-12-08,1707,0
2022-12-09,1707,0
2022-12-10,1707,0
2022-12-11,1707,0
2022-12-12,1707,0
2022-12-13,1708,1
2022-12-14,1708,0
2022-12-15,1709,1
2022-12-16,1709,0
2022-12-17,1709,0
2022-12-18,1709,0
2022-12-19,1710,1
2022-12-20,1710,0
2022-12-21,1710,0
2022-12-22,1710,0
2022-12-23,1710,0
2022-12-24,1710,0
2022-12-25,1710,0
2022-12-26,1711,1
2022-12-27,1711,0
2022-12-28,1711,0
2022-12-29,1711,0
2022-12-30,1711,0
2022-12-31,1711,0
2023-01-01,1711,0
2023-01-02,1712,1
2023-01-03,1712,0
2023-01-04,1712,0
2023-01-05,1712,0
2023-01-06,1712,0
2023-01-07,1712,0
2023-01-08,1713,1
2023-01-09,1714,1
2023-01-10,1714,0
2023-01-11,1717,3
2023-01-12,1717,0
2023-01-13,1717,0
2023-01-14,1717,0
2023-01-15,1717,0
2023-01-16,1717,0
2023-01-17,1717,0
2023-01-18,1718,1
2023-01-19,1719,1
2023-01-20,1720,1
2023-01-21,1720,0
2023-01-22,1720,0
2023-01-23,1720,0
2023-01-24,1720,0
2023-01-25,1720,0
2023-01-26,1720,0
2023-01-27,1720,0
2023-01-28,1720,0
2023-01-29,1721,1
2023-01-30,1722,1
2023-01-31,1722,0
2023-02-01,1722,0
2023-02-02,1722,0
2023-02-03,1722,0
2023-02-04,1722,0
